CustomerID,Recency,Frequency,Monetary
12346.0,1.4098944630272707,-2.4343873042419406,3.7062247576371403
12347.0,-2.1464982536980695,1.1774829505600541,1.4118434139658438
12348.0,0.3839712803056161,-0.21705357528170222,0.7164888970385892
12349.0,-0.5746744617658421,0.4533868600216856,0.6987393956420818
12350.0,1.3747581185363678,-0.6771918982488478,-0.618962199577236
12352.0,-0.12847682289008164,0.573572661475338,0.9807530389310039
12353.0,1.0825999509236985,-1.7015983662284657,-1.6651527513281645
12354.0,1.1723989963614507,0.27222497571387977,0.3113164548768851
12355.0,1.1160124266946225,-0.878176614781724,-0.36704268534959134
12356.0,-0.44128208370860655,0.2856662012481995,1.0721663660054612
12357.0,-0.18922707863469018,0.9162224337536631,1.7019399059577875
12358.0,-2.1464982536980695,-0.5929315017483467,0.37403843277933957
12359.0,0.2045056025426239,1.4237744551588045,1.7227876375624693
12360.0,0.12826402191812622,0.9040125157661839,1.0287659978857062
12361.0,1.3209347871300063,-1.0710421337230023,-1.0671564703319278
12362.0,-1.8634075836581956,1.4795925055738466,1.5651014053126484
12363.0,0.6513716833073422,-0.44712273676527486,-0.2212994348255625
12364.0,-1.178604859879243,0.573572661475338,0.46704700202031496
12365.0,1.3305984362082834,-0.4811591114303586,-0.10215028996700996
12367.0,-1.6625515567886562,-1.0014561690053345,-1.1598371400908787
12370.0,0.11470655710487203,1.1090879526949415,1.2566421644564003
12371.0,0.027319215272997542,0.3372798569583571,0.7556305588130663
12372.0,0.3554698740193318,0.18645706869406042,0.45788031595565504
12373.0,1.3770067114612412,-0.8230006632319194,-0.5503971048155155
12374.0,-0.38306608664367103,-0.16856999829793398,0.014569212366773384
12375.0,-0.9562644455839773,-0.6771918982488478,-0.3703314380988324
12377.0,1.3859293568551587,0.49548784850919614,0.6379412185868879
12378.0,0.7680067569906185,1.3247471010106515,1.3542073880021093
12379.0,0.4462713424572585,-0.018850545357446135,0.12359606261807843
12380.0,-0.4723177486745639,0.733210026228297,1.0472877005943892
12381.0,-1.506755518625577,0.5919581629971767,0.7374686635736061
12383.0,1.0143422303741796,0.694190868505188,0.7397268157817365
12384.0,-0.2794410943667892,-0.32384318254166444,-0.17483775605902027
12386.0,1.435132903715495,-1.0710421337230023,-0.4731376579145197
12388.0,-0.6946581629698294,0.7021484873319787,1.063417582238157
